,A01,A02,A03,B05,B06,B07,B08,B09,C10T12,C13T15,C16,C17_18,C19,C20,C21,C22,C23,C24A,C24B,C25,C26,C27,C28,C29,C301,C302T309,C31T33,D,E,F,G,H49,H50,H51,H52,H53,I,J58T60,J61,J62_63,K,L,M,N,O,P,Q,R,S
BRN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN
CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN
CHE,CHE,CHE,CHE,,,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE
CHL,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG
CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN
CIV,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA
CMR,NGA,NGA,NGA,NGA,ITA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,FRA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA
COD,SWE,FRA,SWE,SWE,FRA,SWE,SWE,SWE,SWE,SWE,SWE,SWE,FRA,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE
COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL
CRI,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL
CYP,GRC,GRC,GRC,,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC
CZE,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU
DEU,DEU,DEU,DEU,DEU,DEU,,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU
DNK,SWE,SWE,SWE,,SWE,,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE
EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,DEU,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY
ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP
EST,SWE,SWE,SWE,SWE,SWE,,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE
FIN,SWE,SWE,SWE,SWE,,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE
FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA
GBR,GBR,GBR,GBR,GBR,GBR,,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR
GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC
HKG,HKG,HKG,HKG,,,,,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG,HKG
HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV,HRV
HUN,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU
IDN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN
IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND
IRL,GBR,GBR,GBR,GBR,GBR,ESP,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR
ISL,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE
ISR,NLD,NLD,NLD,,NLD,,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,GBR,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD
ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA
JOR,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN
JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN
KAZ,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS
KHM,TWN,TWN,TWN,,,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,HKG,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN
KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR
LAO,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN
LTU,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS
LUX,NLD,NLD,,,,NLD,NLD,,NLD,NLD,NLD,NLD,,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,DEU,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD
LVA,RUS,RUS,RUS,RUS,,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS
MAR,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,FRA,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP
MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX
MLT,EGY,,EGY,,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY,EGY
MMR,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN
MYS,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN
NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA
NLD,NLD,NLD,NLD,,NLD,,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD
NOR,SWE,SWE,SWE,SWE,GBR,SWE,SWE,GBR,SWE,SWE,SWE,SWE,GBR,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE
NZL,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS
PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK
PER,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG
PHL,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN
POL,RUS,RUS,RUS,RUS,SWE,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,DEU,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS
PRT,ESP,ESP,ESP,,,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP
ROU,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC
RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS
SAU,TWN,TWN,TWN,,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN
SEN,NGA,NGA,NGA,NGA,NGA,TUR,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,FRA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA,NGA
SGP,TWN,,TWN,,,,,,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN
STP,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD
SVK,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU
